Time,Wave Probe C,Wave Probe G,Wave Probe L
411.75,-58.38195101,161.3894932,-104.3913447
411.8125,-42.76595101,214.1074932,-83.27674468
411.875,-33.03795101,244.7974932,-69.13034468
411.9375,-13.05395101,278.4574932,-59.86034468
412,8.962048993,319.3094932,-42.60784468
412.0625,14.32204899,346.0394932,-25.33924468
412.125,14.06604899,356.6674932,5.54465532
412.1875,24.30604899,355.6774932,42.38325532
412.25,55.79404899,311.1424932,76.63075532
412.3125,99.07404899,240.5894932,102.8796553
412.375,132.594049,166.8344932,118.8446553
412.4375,167.682049,112.1374932,138.4146553
412.5,215.538049,63.62699318,156.7136553
412.5625,246.002049,12.40999318,168.2846553
412.625,268.274049,-40.07550682,167.7696553
412.6875,292.082049,-78.19050682,167.5286553
412.75,310.258049,-104.6735068,192.7476553
412.8125,323.330049,-112.3455068,228.2826553
412.875,288.514049,-106.1425068,264.8636553
412.9375,236.786049,-94.77300682,262.2726553
413,183.042049,-84.11500682,246.0496553
413.0625,130.034049,-81.88750682,226.2226553
413.125,70.13004899,-82.87750682,203.0476553
413.1875,14.83404899,-86.11050682,155.9406553
413.25,-31.99795101,-86.85300682,95.41215532
413.3125,-70.65395101,-81.16050682,31.03715532
413.375,-101.645951,-80.41800682,-22.50674468
413.4375,-132.109951,-80.91300682,-65.25174468
413.5,-151.293951,-77.20050682,-93.07784468
413.5625,-169.213951,-62.84550682,-118.0553447
413.625,-195.837951,-46.26300682,-137.8663447
413.6875,-215.821951,-28.42750682,-164.1313447
413.75,-219.645951,-11.10250682,-183.9753447
413.8125,-206.349951,-3.677536819,-192.2153447
413.875,-177.149951,0.514493181,-187.5643447
413.9375,-136.701951,1.999493181,-175.7353447
414,-106.253951,3.747463181,-165.1613447
414.0625,-79.10195101,4.489963181,-150.5003447
414.125,-58.38195101,3.252463181,-129.3693447
414.1875,-32.52595101,2.989493181,-113.6613447
414.25,1.026048993,-0.228006819,-105.4213447
414.3125,33.26604899,-2.935036819,-89.19924468
414.375,56.81804899,-5.905036819,-65.76674468
414.4375,78.83404899,-4.915036819,-44.92534468
414.5,83.71404899,-0.475506819,-17.11534468
414.5625,73.45804899,4.737463181,21.25215532
414.625,68.86604899,10.92496318,57.31825532
414.6875,69.37804899,14.86949318,85.12825532
414.75,65.52204899,18.82949318,99.29075532
414.8125,44.29004899,21.31999318,97.21465532
414.875,29.68204899,17.34449318,80.47715532
414.9375,25.09004899,10.42996318,66.58825532
415,12.54604899,4.737463181,55.24215532
415.0625,-11.27795101,3.004963181,37.98965532
415.125,-20.22195101,1.009493181,23.31215532
415.1875,-13.30995101,1.999493181,13.26965532
415.25,-7.165951007,2.509962181,8.13574532
415.3125,-9.997951007,4.984963181,-1.40784468
415.375,-17.16595101,5.232463181,-13.51034468
415.4375,-15.10195101,-5.410036819,-23.79424468
415.5,-9.997951007,-8.395506819,-25.33924468
415.5625,-6.397951007,-12.58750682,-17.63034468
415.625,-8.205951007,-9.385506819,-14.00924468
415.6875,-4.605951007,1.256993181,-8.85924468
415.75,5.618048993,20.80949318,-4.49784468
415.8125,14.06604899,55.70699318,4.25715532
415.875,15.60204899,110.4044932,15.07215532
415.9375,15.60204899,175.9924932,19.96465532
416,19.95404899,252.9644932,26.67575532
416.0625,33.26604899,267.0874932,28.46215532
416.125,47.60204899,236.6294932,32.08325532
416.1875,55.79404899,202.7374932,35.92965532
416.25,69.63404899,174.0124932,35.68825532
416.3125,89.33004899,143.5694932,35.43075532
416.375,99.58604899,115.3694932,43.92825532
416.4375,93.69804899,88.87199318,60.64965532
416.5,93.44204899,62.88449318,70.43465532
416.5625,104.946049,35.42749318,78.67465532
416.625,116.738049,3.979493181,84.61325532
416.6875,126.466049,-33.64050682,98.00325532
416.75,133.122049,-70.27050682,120.6476553
416.8125,143.618049,-99.46050682,136.8696553
416.875,153.330049,-121.2405068,144.0796553
416.9375,145.394049,-130.6455068,143.3076553
417,132.610049,-131.1405068,142.5506553
417.0625,119.538049,-132.8885068,142.8086553
417.125,62.96204899,-135.8585068,148.1996553
417.1875,16.37004899,-137.5905068,155.4256553
417.25,-20.98995101,-135.6105068,134.5686553
417.3125,-52.74995101,-137.5755068,100.5782553
417.375,-80.90995101,-149.4705068,53.43965532
417.4375,-118.285951,-162.5725068,9.42324532
417.5,-144.125951,-166.0535068,-35.91284468
417.5625,-159.245951,-150.9555068,-76.85534468
417.625,-172.813951,-128.9125068,-107.9963447
417.6875,-187.389951,-103.9305068,-146.6213447
417.75,-198.157951,-83.12500682,-176.5083447
417.8125,-213.005951,-65.32050682,-195.8043447
417.875,-210.173951,-43.27750682,-213.0563447
417.9375,-198.669951,-23.98800682,-232.9003447
418,-186.877951,-10.36000682,-246.2903447
418.0625,-169.725951,-8.148006819,-243.9733447
418.125,-140.557951,-13.84050682,-229.5363447
418.1875,-120.317951,-20.75500682,-215.9053447
418.25,-104.445951,-23.98800682,-201.2283447
418.3125,-78.07795101,-18.03250682,-180.6113447
418.375,-58.38195101,-7.158006819,-147.9093447
418.4375,-43.02195101,3.004963181,-113.6613447
418.5,-22.01395101,7.196993181,-78.14284468
418.5625,0.242048993,12.65749318,-35.14034468
418.625,18.17804899,22.04699318,-8.08674468
418.6875,26.88204899,34.43749318,8.90824532
418.75,33.26604899,45.80699318,14.55715532
418.8125,38.38604899,56.20199318,20.99465532
418.875,27.39404899,67.35499318,26.16075532
418.9375,17.90604899,79.21949318,33.11325532
419,18.69004899,92.59999318,24.87325532
419.0625,16.62604899,104.2174932,19.44965532
419.125,15.85804899,115.6174932,25.90325532
419.1875,18.93004899,132.6794932,32.08325532
419.25,31.47404899,147.7924932,39.53465532
419.3125,55.79404899,160.1524932,52.66715532
419.375,74.24204899,165.3494932,67.10325532
419.4375,72.43404899,166.8344932,73.54075532
419.5,68.35404899,169.8194932,69.66215532
419.5625,87.28204899,171.7994932,64.76965532
419.625,111.346049,167.8244932,63.73965532
419.6875,117.506049,149.2624932,83.06825532
419.75,100.354049,118.8194932,112.6646553
419.8125,87.79404899,85.65449318,133.5386553
419.875,104.434049,49.51949318,133.7796553
419.9375,133.106049,13.15249318,117.3156553
420,151.554049,-27.93250682,108.8186553
420.0625,136.690049,-69.52800682,130.6896553
420.125,115.458049,-112.5935068,176.0096553
420.1875,102.402049,-158.8755068,180.1296553
420.25,102.146049,-201.9405068,138.6726553
420.3125,110.338049,-229.6605068,110.8626553
420.375,97.52204899,-240.5355068,110.0896553
420.4375,49.39404899,-244.2635068,122.4656553
420.5,12.29004899,-238.3235068,97.21465532
420.5625,-1.805951007,-228.6705068,41.35325532
420.625,-26.38195101,-223.7205068,-13.25284468
420.6875,-67.59795101,-216.0325068,-40.78924468
420.75,-104.701951,-203.1625068,-49.28674468
420.8125,-125.453951,-182.8835068,-70.93284468
420.875,-155.661951,-156.8955068,-118.8283447
420.9375,-194.557951,-130.3975068,-162.8443447
421,-228.365951,-119.7705068,-184.2333447
421.0625,-254.733951,-117.5435068,-196.0613447
421.125,-264.717951,-111.1085068,-204.5593447
421.1875,-264.461951,-95.26800682,-217.1933447
421.25,-259.085951,-73.47250682,-234.7033447
421.3125,-257.549951,-58.62250682,-249.6383447
421.375,-247.821951,-43.77250682,-253.4843447
421.4375,-225.789951,-25.95250682,-247.3043447
421.5,-211.709951,-7.900506819,-240.0943447
421.5625,-186.109951,6.206993181,-230.3093447
421.625,-166.157951,14.86949318,-215.3903447
421.6875,-151.053951,17.09699318,-205.8463447
421.75,-123.661951,14.62199318,-189.8813447
421.8125,-81.93395101,18.10249318,-164.1313447
421.875,-48.65395101,30.70949318,-132.4753447
421.9375,-30.97395101,54.96449318,-102.3483447
422,-8.461951007,84.92749318,-76.34034468
422.0625,38.13004899,106.7074932,-46.21284468
422.125,79.60204899,117.5824932,-9.64784468
422.1875,102.658049,127.2344932,28.97715532
422.25,108.290049,137.3974932,82.03825532
422.3125,120.562049,143.3224932,137.8996553
422.375,137.970049,148.7674932,161.3326553
422.4375,156.162049,161.6524932,168.2846553
422.5,159.234049,181.9324932,174.2236553
422.5625,142.082049,201.4994932,178.5846553
422.625,129.266049,199.7524932,180.6606553
422.6875,133.618049,186.8974932,184.0086553
422.75,163.826049,169.3244932,188.1126553
422.8125,188.402049,141.8374932,186.8246553
422.875,169.458049,109.4144932,180.1296553
422.9375,143.362049,74.77999318,158.2586553
423,156.162049,35.42749318,132.5086553
423.0625,195.826049,-1.465506819,120.9046553
423.125,209.154049,-28.42750682,128.8876553
423.1875,163.570049,-48.73800682,153.8646553
423.25,116.482049,-73.24050682,158.0006553
423.3125,107.266049,-99.95550682,126.3286553
423.375,125.186049,-117.2955068,102.1071553
423.4375,130.290049,-122.9725068,106.7586553
423.5,73.20204899,-126.9485068,129.4026553
423.5625,0.498048993,-141.5505068,122.4656553
423.625,-33.03795101,-154.1575068,72.23715532
423.6875,-33.80595101,-159.8655068,20.99465532
423.75,-52.98995101,-161.8305068,-12.99534468
423.8125,-92.42995101,-161.8305068,-19.17534468
423.875,-113.677951,-150.9555068,-21.99174468
423.9375,-117.773951,-135.8585068,-46.47034468
424,-105.725951,-119.5235068,-80.44424468
424.0625,-113.405951,-97.23250682,-112.6313447
424.125,-142.349951,-70.51800682,-131.6863447
424.1875,-164.621951,-40.81800682,-144.3203447
424.25,-171.261951,-23.24550682,-147.9093447
424.3125,-164.877951,-7.900506819,-162.8443447
424.375,-149.261951,6.701993181,-178.3103447
424.4375,-144.637951,20.31449318,-187.5643447
424.5,-152.061951,35.17999318,-194.0183447
424.5625,-153.085951,41.61499318,-192.2153447
424.625,-149.005951,51.99449318,-186.7913447
424.6875,-138.493951,68.09749318,-173.9163447
424.75,-125.965951,91.60999318,-158.2253447
424.8125,-97.80595101,105.4694932,-134.5353447
424.875,-59.14995101,97.54999318,-106.7093447
424.9375,-16.39795101,80.95199318,-77.62784468
425,7.154048993,67.33949318,-48.25674468
425.0625,12.29004899,61.89449318,-30.48924468
425.125,28.93004899,43.34749318,-10.16284468
425.1875,69.63404899,10.67746318,11.98215532
425.25,97.01004899,-18.77500682,34.14325532
425.3125,91.39404899,-42.28750682,66.33075532
425.375,83.97004899,-53.17750682,103.3946553
425.4375,87.53804899,-64.57800682,125.2986553
425.5,114.674049,-69.26500682,127.3426553
425.5625,137.458049,-68.77000682,110.6046553
425.625,129.778049,-57.88000682,101.8496553
425.6875,107.522049,-43.54050682,101.0932553
425.75,78.08204899,-35.85250682,107.7886553
425.8125,66.81804899,-30.91800682,106.5006553
425.875,55.79404899,-21.74500682,91.56575532
425.9375,3.074048993,-11.35000682,67.61825532
426,-40.18995101,-7.405506819,42.38325532
426.0625,-53.24595101,-10.85500682,32.59825532
426.125,-43.53395101,-8.890506819,35.17325532
426.1875,-43.53395101,7.196993181,45.97215532
426.25,-65.80595101,31.20449318,41.35325532
426.3125,-75.02195101,34.43749318,14.04215532
426.375,-59.91795101,29.48749318,-17.88784468
426.4375,-31.75795101,23.28449318,-41.04674468
426.5,-10.50995101,22.78949318,-51.62034468
426.5625,-6.397951007,14.12699318,-54.19534468
426.625,-6.141951007,4.489963181,-58.04174468
426.6875,9.474048993,7.444493181,-58.04174468
426.75,50.16204899,14.62199318,-51.62034468
426.8125,59.90604899,22.54199318,-46.47034468
426.875,31.47404899,25.01699318,-31.51924468
426.9375,24.30604899,30.95699318,-10.16284468
427,48.62604899,43.59499318,-0.10425468
427.0625,69.63404899,52.48949318,5.80215532
427.125,55.28204899,52.48949318,3.74215532
427.1875,44.29004899,43.84249318,18.69325532
427.25,59.90604899,38.62949318,43.67075532
427.3125,91.65004899,39.61949318,68.88965532
427.375,82.41804899,41.61499318,71.20715532
427.4375,36.33804899,43.59499318,46.74465532
427.5,4.850048993,50.02999318,27.94715532
427.5625,2.050048993,67.84999318,28.71965532
427.625,1.794048993,85.40699318,56.27215532
427.6875,-22.26995101,101.4944932,91.56575532
427.75,-40.44595101,116.3594932,91.82325532
427.8125,-28.41395101,127.7294932,68.13325532
427.875,17.39404899,137.1494932,57.06075532
427.9375,55.79404899,129.9724932,63.73965532
428,66.30604899,113.1424932,72.75215532
428.0625,83.97004899,91.85749318,58.34825532
428.125,121.330049,75.52249318,28.71965532
428.1875,142.082049,60.17749318,2.21324532
428.25,121.842049,35.92249318,-0.87675468
428.3125,95.73004899,17.34449318,15.32965532
428.375,89.33004899,17.83949318,31.55215532
428.4375,83.20204899,24.52199318,31.03715532
428.5,57.85804899,15.61199318,24.61575532
428.5625,31.98604899,8.434493181,33.62825532
428.625,21.23404899,16.10699318,48.03215532
428.6875,20.73804899,26.26999318,54.72715532
428.75,13.55404899,22.04699318,51.37965532
428.8125,8.706048993,-1.713006819,36.44465532
428.875,11.26604899,-25.72050682,16.63325532
428.9375,20.22604899,-47.99550682,14.04215532
429,19.45804899,-73.96750682,32.85575532
429.0625,-0.781951007,-99.46050682,42.89825532
429.125,-25.35795101,-114.8055068,38.50465532
429.1875,-31.48595101,-119.0285068,28.97715532
429.25,-26.89395101,-117.7905068,29.74965532
429.3125,-24.33395101,-118.5335068,36.70215532
429.375,-30.46195101,-131.3875068,35.68825532
429.4375,-40.97395101,-143.2835068,18.41965532
429.5,-41.48595101,-141.7985068,-6.02675468
429.5625,-45.82195101,-131.1405068,-24.30924468
429.625,-60.94195101,-115.5475068,-45.95534468
429.6875,-77.32595101,-106.1425068,-74.26424468
429.75,-86.26995101,-100.6975068,-102.6053447
429.8125,-91.14995101,-91.55550682,-123.1893447
429.875,-95.24595101,-80.17050682,-129.6263447
429.9375,-102.141951,-66.54250682,-128.0983447
430,-119.037951,-54.92550682,-124.7343447
430.0625,-127.741951,-35.11000682,-119.6003447
430.125,-117.005951,0.019493181,-115.4803447
430.1875,-91.14995101,42.85249318,-108.2543447
430.25,-78.33395101,79.21949318,-87.67034468
430.3125,-71.93395101,99.01949318,-55.98174468
430.375,-55.80595101,121.0624932,-26.38534468
430.4375,-27.66195101,155.7124932,-16.84174468
430.5,0.770048993,188.3674932,-28.44534468
430.5625,17.15404899,202.2424932,-32.03424468
430.625,30.96204899,207.1774932,-12.22284468
430.6875,48.37004899,213.8594932,14.81465532
430.75,60.16204899,223.7594932,25.64575532
430.8125,52.48204899,231.6944932,17.92075532
430.875,45.31404899,227.2394932,13.78465532
430.9375,60.93004899,206.9294932,29.23465532
431,102.402049,167.3294932,59.89325532
431.0625,145.906049,135.1544932,85.36965532
431.125,177.906049,108.4394932,82.27965532
431.1875,183.554049,79.46699318,79.70465532
431.25,182.018049,40.60949318,90.53575532
431.3125,185.330049,-8.643006819,118.0886553
431.375,171.506049,-49.71250682,158.7736553
431.4375,153.330049,-79.18050682,199.4586553
431.5,130.546049,-106.9005068,197.3986553
431.5625,105.202049,-128.6805068,157.7436553
431.625,82.94604899,-144.2735068,119.8746553
431.6875,70.89804899,-145.7425068,98.26075532
431.75,55.79404899,-137.3275068,86.39965532
431.8125,31.21804899,-120.9925068,76.88825532
431.875,-9.485951007,-101.9505068,59.89325532
431.9375,-53.24595101,-83.12500682,35.68825532
432,-84.74995101,-61.09750682,8.39324532
432.0625,-104.445951,-45.76800682,-7.82924468
432.125,-117.005951,-48.98550682,-15.05534468
432.1875,-127.485951,-60.85000682,-26.64284468
432.25,-131.597951,-60.85000682,-38.47174468
432.3125,-132.109951,-48.73800682,-52.39284468
432.375,-131.597951,-38.09550682,-77.37034468
432.4375,-126.973951,-37.84800682,-112.6313447
432.5,-125.709951,-38.59050682,-143.8053447
432.5625,-119.037951,-27.19000682,-168.0103447
432.625,-118.285951,-18.28000682,-178.0533447
432.6875,-112.381951,-17.80050682,-175.2203447
432.75,-94.20595101,-19.76500682,-169.8133447
432.8125,-79.10195101,-19.76500682,-150.5003447
432.875,-66.31795101,-21.25000682,-118.0553447
432.9375,-41.99795101,-25.95250682,-76.34034468
433,-17.16595101,-25.22550682,-32.80674468
433.0625,16.11404899,-16.06800682,0.92574532
433.125,49.39404899,-0.723006819,15.32965532
433.1875,75.52204899,13.87949318,18.17825532
433.25,97.77804899,15.11699318,30.26465532
433.3125,105.970049,13.15249318,42.38325532
433.375,113.394049,16.10699318,45.45715532
433.4375,100.354049,24.27449318,46.22965532
433.5,67.05804899,19.09249318,48.28965532
433.5625,28.41804899,5.959493181,53.18215532
433.625,8.962048993,-3.182536819,60.64965532
433.6875,-12.79795101,-13.84050682,59.89325532
433.75,-37.62995101,-26.69500682,52.92465532
433.8125,-51.98195101,-36.34750682,42.38325532
433.875,-54.78195101,-36.59500682,24.61575532
433.9375,-52.23795101,-27.93250682,3.99965532
434,-51.72595101,-15.57300682,-16.58424468
434.0625,-49.42195101,-3.677536819,-35.39784468
434.125,-41.99795101,3.747463181,-40.78924468
434.1875,-23.54995101,7.444493181,-38.23034468
434.25,0.242048993,12.40999318,-37.45784468
434.3125,20.97804899,16.84949318,-40.53174468
434.375,34.05004899,18.10249318,-38.23034468
434.4375,46.06604899,17.09699318,-20.20534468
434.5,46.06604899,21.30449318,-6.02675468
434.5625,31.21804899,29.23999318,1.44074532
434.625,18.17804899,43.34749318,-0.36175468
434.6875,3.842048993,70.80449318,-0.61925468
434.75,-4.093951007,105.9644932,18.43575532
434.8125,-5.373951007,123.5374932,47.77465532
434.875,-3.341951007,107.6974932,63.48215532
434.9375,4.850048993,89.13499318,50.34965532
435,26.37004899,73.29499318,27.94715532
435.0625,49.92204899,66.85999318,18.43575532
435.125,64.49804899,70.06199318,16.63325532
435.1875,65.52204899,60.17749318,12.23965532
435.25,60.16204899,34.43749318,4.25715532
435.3125,50.67404899,13.87949318,-3.98284468
435.375,32.49804899,0.761993181,-5.01284468
435.4375,12.03404899,-12.58750682,-2.18034468
435.5,-3.341951007,-29.18550682,2.47074532
435.5625,-2.317951007,-41.56050682,1.42465532
435.625,7.666048993,-50.20750682,5.54465532
435.6875,19.20204899,-57.88000682,12.49715532
435.75,20.97804899,-69.01750682,23.05465532
435.8125,20.73804899,-79.92300682,26.67575532
435.875,20.22604899,-84.61000682,12.49715532
435.9375,13.29804899,-82.13500682,5.02965532
436,-2.829951007,-77.69550682,11.46715532
436.0625,-32.52595101,-72.99300682,19.70715532
436.125,-62.71795101,-57.40050682,14.55715532
436.1875,-80.12595101,-42.78250682,-8.08674468
436.25,-88.31795101,-34.86250682,-33.57924468
436.3125,-99.08595101,-39.82800682,-49.56034468
436.375,-107.021951,-58.62250682,-54.95174468
436.4375,-111.357951,-74.71000682,-65.76674468
436.5,-114.445951,-84.85750682,-79.67174468
436.5625,-112.637951,-97.72750682,-95.65284468
436.625,-112.637951,-113.8155068,-110.8453447
436.6875,-116.749951,-122.4775068,-116.2363447
436.75,-116.493951,-119.5235068,-114.9493447
436.8125,-104.189951,-108.8805068,-100.0303447
436.875,-81.14995101,-99.21250682,-88.94174468
436.9375,-55.03795101,-92.53000682,-77.37034468
437,-34.57395101,-85.36800682,-66.79674468
437.0625,-21.75795101,-68.77000682,-60.37534468
437.125,-2.061951007,-39.08550682,-48.53034468
437.1875,16.88204899,-7.405506819,-32.29174468
437.25,24.30604899,17.09699318,-23.02174468
437.3125,21.74604899,37.63949318,-24.82424468
437.375,24.05004899,66.11749318,-22.76424468
437.4375,20.73804899,92.84749318,-15.57034468
437.5,6.642048993,100.5199932,-11.96534468
437.5625,-9.229951007,100.7674932,-13.25284468
437.625,-16.65395101,105.4694932,-19.43284468
437.6875,-23.80595101,93.32699318,-18.14534468
437.75,-36.36595101,58.93999318,-15.03924468
437.8125,-46.33395101,19.58749318,-15.81174468
437.875,-49.93395101,-17.05800682,-18.14534468
437.9375,-42.25395101,-47.50050682,-29.47534468
438,-31.48595101,-78.43800682,-43.12284468
438.0625,-22.52595101,-96.01050682,-46.21284468
438.125,-22.01395101,-98.98050682,-36.94284468
438.1875,-21.50195101,-95.76300682,-30.74674468
438.25,-26.12595101,-79.67550682,-27.41534468
438.3125,-30.73395101,-59.61250682,-19.69034468
438.375,-26.38195101,-44.02000682,-12.73784468
438.4375,-12.28595101,-33.39300682,-0.12034468
438.5,10.75404899,-23.74050682,14.04215532
438.5625,24.30604899,-20.26000682,20.99465532
438.625,24.81804899,-26.94250682,21.25215532
438.6875,9.730048993,-34.12000682,18.69325532
438.75,-8.461951007,-39.33300682,17.66325532
438.8125,-19.21395101,-32.15550682,13.26965532
438.875,-21.24595101,-25.22550682,10.71074532
438.9375,-27.40595101,-19.76500682,10.96824532
439,-34.31795101,-4.172536819,14.29965532
439.0625,-45.82195101,23.28449318,19.96465532
439.125,-49.67795101,54.96449318,22.28215532
439.1875,-46.07795101,64.86449318,18.17825532
439.25,-40.44595101,60.17749318,-0.10425468
439.3125,-28.92595101,63.13199318,-22.76424468
439.375,-7.677951007,90.12499318,-40.01674468
439.4375,27.90604899,109.1674932,-45.95534468
439.5,46.32204899,96.79199318,-38.23034468
439.5625,53.74604899,96.04949318,-34.62534468
439.625,57.58604899,122.7944932,-16.60034468
439.6875,73.71404899,142.8274932,16.11825532
439.75,101.874049,127.7294932,53.69715532
439.8125,117.234049,104.7124932,83.30965532
439.875,115.458049,85.65449318,108.5606553
439.9375,115.186049,56.94449318,128.3726553
440,130.034049,17.59199318,145.1096553
440.0625,147.698049,-23.49300682,165.2106553
440.125,136.178049,-39.33300682,176.0096553
440.1875,94.70604899,-26.21550682,167.2706553
440.25,90.09804899,-9.138006819,152.0626553
440.3125,114.418049,-14.08800682,141.5206553
440.375,122.098049,-24.73050682,139.4606553
440.4375,93.44204899,-15.07800682,127.3426553
440.5,77.05804899,26.76499318,109.3336553
440.5625,90.09804899,65.62249318,86.65715532
440.625,88.56204899,78.72449318,74.57075532
440.6875,55.28204899,82.68449318,70.43465532
440.75,26.62604899,103.7224932,57.57575532
440.8125,22.77004899,125.7494932,32.85575532
440.875,23.02604899,125.5024932,10.96824532
440.9375,9.730048993,97.54999318,-1.66534468
441,-10.50995101,70.30949318,-14.00924468
441.0625,-18.44595101,68.09749318,-30.48924468
441.125,-20.98995101,70.06199318,-42.07674468
441.1875,-36.36595101,34.66949318,-51.10534468
441.25,-51.46995101,-17.55300682,-58.29924468
441.3125,-63.74195101,-45.25750682,-62.17784468
441.375,-61.43795101,-54.92550682,-61.40534468
441.4375,-53.50195101,-75.45250682,-61.66284468
441.5,-50.18995101,-119.7705068,-54.19534468
441.5625,-54.78195101,-166.0535068,-43.38034468
441.625,-49.67795101,-192.5205068,-43.63784468
441.6875,-36.60595101,-196.9905068,-49.56034468
441.75,-28.41395101,-201.9405068,-54.71034468
441.8125,-28.92595101,-204.6635068,-60.37534468
441.875,-26.63795101,-202.4205068,-58.04174468
441.9375,-11.78995101,-191.2985068,-48.53034468
442,-3.085951007,-176.2005068,-33.83674468
442.0625,-7.677951007,-147.7225068,-18.40284468
442.125,-27.14995101,-122.4775068,-6.28425468
442.1875,-57.86995101,-102.9405068,-4.24034468
442.25,-93.19795101,-79.67550682,-5.51175468
442.3125,-124.429951,-52.93000682,-17.63034468
442.375,-154.109951,-24.48300682,-46.96924468
442.4375,-176.125951,-12.34000682,-81.49034468
442.5,-189.965951,-7.158006819,-114.4503447
442.5625,-191.501951,16.84949318,-141.2143447
442.625,-187.389951,50.77249318,-164.3893447
442.6875,-189.197951,68.09749318,-177.0233447
442.75,-179.197951,65.11199318,-175.9933447
442.8125,-162.829951,74.77999318,-171.3413447
442.875,-138.749951,100.2724932,-153.3333447
442.9375,-100.109951,117.0874932,-130.9303447
443,-50.95795101,121.8044932,-110.5883447
443.0625,14.32204899,132.6794932,-100.8033447
443.125,67.33004899,163.6324932,-82.52034468
443.1875,116.210049,196.0394932,-47.74174468
443.25,153.586049,208.1824932,-0.63534468
443.3125,183.810049,207.1774932,69.91965532
443.375,206.082049,203.4794932,133.0236553
443.4375,220.658049,212.8694932,197.1246553
443.5,232.706049,214.8494932,257.6536553
443.5625,242.674049,208.1824932,252.2296553
443.625,234.994049,177.2294932,240.9156553
443.6875,220.914049,112.1374932,226.7376553
443.75,186.098049,66.85999318,216.7106553
443.8125,144.626049,34.66949318,206.1536553
443.875,112.626049,16.84949318,190.7036553
443.9375,94.70604899,-10.87050682,175.2536553
444,91.90604899,-35.35750682,154.8946553
444.0625,96.75404899,-46.26300682,134.5686553
444.125,103.410049,-50.70250682,105.1976553
444.1875,113.138049,-53.17750682,82.03825532
444.25,121.074049,-58.62250682,64.25465532
444.3125,116.738049,-60.35500682,54.98465532
444.375,105.970049,-46.75800682,54.72715532
444.4375,77.82604899,-32.15550682,50.34965532
444.5,48.37004899,-25.47300682,52.92465532
444.5625,24.30604899,-26.44750682,62.19465532
444.625,-5.629951007,-14.83050682,73.79825532
444.6875,-26.12595101,6.206993181,78.93215532
444.75,-41.48595101,15.36449318,62.45215532
444.8125,-61.69395101,10.92496318,28.46215532
444.875,-80.12595101,11.66746318,-7.31424468
444.9375,-93.70995101,24.52199318,-38.47174468
445,-99.59795101,36.41749318,-65.01034468
445.0625,-96.50995101,35.17999318,-86.64034468
445.125,-90.63795101,27.50749318,-101.5753447
445.1875,-83.72595101,25.01699318,-106.9663447
445.25,-82.70195101,24.27449318,-106.9663447
445.3125,-81.93395101,-4.172536819,-104.9063447
445.375,-70.39795101,-38.09550682,-95.65284468
445.4375,-50.18995101,-64.57800682,-76.59784468
445.5,-32.78195101,-73.96750682,-59.86034468
445.5625,-11.02195101,-72.25050682,-49.80174468
445.625,18.69004899,-71.50800682,-43.63784468
445.6875,53.25004899,-63.34050682,-24.30924468
445.75,78.57804899,-43.54050682,2.72824932
445.8125,82.69004899,-23.98800682,24.61575532
445.875,83.20204899,-17.55300682,26.93325532
445.9375,89.07404899,-23.49300682,22.28215532
446,82.16204899,-25.22550682,17.38965532
446.0625,52.99404899,-16.56300682,19.70715532
446.125,15.09004899,-1.218006819,22.02465532
446.1875,-6.397951007,9.671993181,16.89075532
446.25,-18.70195101,22.04699318,5.02965532
446.3125,-39.16595101,41.61499318,-3.21034468
446.375,-65.03795101,57.45499318,-14.52424468
446.4375,-88.06195101,61.16749318,-21.99174468
446.5,-100.365951,58.69249318,-29.21784468
446.5625,-99.85395101,67.10749318,-26.38534468
446.625,-94.73395101,81.19949318,-41.81924468
446.6875,-83.72595101,88.12949318,-67.32784468
446.75,-59.91795101,83.17949318,-83.27674468
446.8125,-26.89395101,66.84449318,-88.42674468
446.875,-1.293951007,54.71699318,-79.92924468
446.9375,4.098048993,48.28199318,-65.76674468
447,10.24204899,45.55949318,-42.86534468
447.0625,23.53804899,38.13449318,-13.75174468
447.125,36.86604899,16.10699318,18.17825532
447.1875,38.38604899,-3.182536819,40.58075532
447.25,41.98604899,-9.633006819,40.58075532
447.3125,61.44204899,-24.73050682,40.58075532
447.375,87.02604899,-50.20750682,42.89825532
447.4375,102.402049,-71.01300682,45.45715532
447.5,99.58604899,-80.41800682,50.62325532
447.5625,86.51404899,-85.61550682,57.57575532
447.625,67.84204899,-93.78300682,66.58825532
447.6875,48.88204899,-108.8805068,78.67465532
447.75,33.01004899,-119.0285068,92.85325532
447.8125,18.43404899,-122.7255068,94.63965532
447.875,7.154048993,-121.7355068,90.53575532
447.9375,-1.037951007,-116.5375068,70.43465532
448,-11.27795101,-112.5935068,43.41325532
448.0625,-32.52595101,-103.9305068,20.22215532
448.125,-56.57395101,-91.54000682,-7.82924468
448.1875,-70.14195101,-65.55250682,-36.42784468
448.25,-73.21395101,-31.41300682,-60.11784468
448.3125,-79.61395101,0.514493181,-79.92924468
448.375,-89.08595101,38.62949318,-87.67034468
448.4375,-103.933951,102.7324932,-86.89784468
448.5,-104.957951,172.7744932,-84.32284468
448.5625,-89.59795101,222.0274932,-85.86784468
448.625,-75.78995101,205.1974932,-79.67174468
448.6875,-64.78195101,187.8874932,-61.40534468
448.75,-55.80595101,168.5824932,-42.07674468
448.8125,-43.53395101,147.5294932,-29.99034468
